suburb,postcode,lat,lng,n_addresses,level
BASIN POCKET,4305,-27.601422,152.770722,504,suburb_postcode
POONA,4650,-25.717869,152.914003,658,suburb_postcode
WONGAWALLAN,4210,-27.884281,153.23921,588,suburb_postcode
MOURILYAN,4858,-17.582977,146.042371,334,suburb_postcode
DIDDILLIBAH,4559,-26.644173,153.048784,1056,suburb_postcode
STONEHENGE,4730,-24.35411,143.286159,136,suburb_postcode
WITHEREN,4275,-28.041786,153.180787,271,suburb_postcode
BAUHINIA,4718,-24.569557,149.296932,26,suburb_postcode
KOBBLE CREEK,4520,-27.252247,152.818233,241,suburb_postcode
CHEVALLUM,4555,-26.697781,153.001843,343,suburb_postcode
AMAMOOR,4570,-26.345975,152.67426,375,suburb_postcode
DUNDATHU,4650,-25.464201,152.731472,116,suburb_postcode
FORSAYTH,4871,-18.588852,143.603122,112,suburb_postcode
MOOGERAH,4309,-28.065798,152.525736,167,suburb_postcode
ISISFORD,4731,-24.259547,144.436402,284,suburb_postcode
ACLAND,4401,-27.305026,151.689447,135,suburb_postcode
LAKES CREEK,4701,-23.386377,150.569321,344,suburb_postcode
JUNDAH,4736,-24.831917,143.06081,224,suburb_postcode
NORTH DEEP CREEK,4570,-26.115773,152.682116,227,suburb_postcode
DIXALEA,4702,-23.953822,150.285641,67,suburb_postcode
RIDGEWOOD,4563,-26.462313,152.830103,248,suburb_postcode
MUTARNEE,4816,-18.961061,146.295734,136,suburb_postcode
DEGILBO,4621,-25.481354,151.999174,122,suburb_postcode
SHELDON,4157,-27.576055,153.19975,653,suburb_postcode
NEW MOONTA,4671,-25.03718,151.735328,69,suburb_postcode
YAAMBA,4704,-23.134411,150.369049,59,suburb_postcode
NAHRUNDA,4570,-26.20529,152.620525,115,suburb_postcode
WALKAMIN,4872,-17.130619,145.42721,255,suburb_postcode
DUCKINWILLA,4650,-25.390784,152.471939,16,suburb_postcode
BATTERY HILL,4551,-26.778467,153.128435,1258,suburb_postcode
ANNANDALE,4814,-19.312006,146.785092,3256,suburb_postcode
DEEPWATER,4674,-24.415528,151.932721,315,suburb_postcode
TORBANLEA,4662,-25.34607,152.592731,399,suburb_postcode
MUTCHILBA,4872,-17.152474,145.232448,275,suburb_postcode
OBI OBI,4574,-26.635144,152.814506,139,suburb_postcode
BASALT,4820,-19.780421,145.748099,111,suburb_postcode
CROHAMHURST,4519,-26.821369,152.864526,97,suburb_postcode
WYANDRA,4489,-27.246935,145.979662,114,suburb_postcode
WATERLOO,4673,-24.747575,152.005695,128,suburb_postcode
PENTLAND,4816,-20.52386,145.399228,295,suburb_postcode
COQUETTE POINT,4860,-17.518821,146.064165,79,suburb_postcode
BALD KNOB,4552,-26.778648,152.909733,212,suburb_postcode
HORSE CREEK,4714,-23.662379,150.38546,90,suburb_postcode
JAMBIN,4702,-24.202477,150.40688,132,suburb_postcode
MYSTERTON,4812,-19.286596,146.793832,504,suburb_postcode
BROOKHILL,4816,-19.404739,146.84621,65,suburb_postcode
BULGUN,4854,-17.896788,145.928643,152,suburb_postcode
OAKHURST,4650,-25.508353,152.627528,745,suburb_postcode
RITA ISLAND,4807,-19.627566,147.512093,159,suburb_postcode
MOUNT PLUTO,4800,-20.343937,148.439389,12,suburb_postcode
GREENS CREEK,4570,-26.171322,152.740734,162,suburb_postcode
THULIMBAH,4376,-28.550581,151.946889,176,suburb_postcode
BUNYA,4055,-27.365394,152.932686,706,suburb_postcode
DURONG,4610,-26.383803,151.349016,188,suburb_postcode
O'CONNELL,4680,-23.918654,151.267546,154,suburb_postcode
PALLARENDA,4810,-19.202423,146.772631,405,suburb_postcode
KINKA BEACH,4703,-23.221625,150.792929,377,suburb_postcode
HODGSON,4455,-26.563016,148.622776,47,suburb_postcode
JOLLYS LOOKOUT,4520,-27.413828,152.829515,39,suburb_postcode
ENOGGERA RESERVOIR,4520,-27.427267,152.878949,27,suburb_postcode
KYBONG,4570,-26.288501,152.710335,363,suburb_postcode
CARAVONICA,4878,-16.863727,145.686278,1223,suburb_postcode
CORBOULD PARK,4551,-26.786533,153.061715,361,suburb_postcode
VICTORIA HILL,4361,-28.016204,151.80179,28,suburb_postcode
TINAROO,4872,-17.169164,145.550806,363,suburb_postcode
MOUNT MARTIN,4754,-21.102405,148.818368,140,suburb_postcode
MORESBY,4871,-17.635979,146.028433,81,suburb_postcode
WALTERHALL,4714,-23.629001,150.385229,155,suburb_postcode
GEHAM,4352,-27.398297,152.000036,198,suburb_postcode
OGMORE,4706,-22.620806,149.658238,135,suburb_postcode
ROLLINGSTONE,4816,-19.042627,146.389603,96,suburb_postcode
BUXTON,4660,-25.195636,152.536902,559,suburb_postcode
KUMBIA,4610,-26.689918,151.65432,255,suburb_postcode
IRVINGDALE,4404,-27.147527,151.459858,94,suburb_postcode
RIVER RANCH,4680,-23.975739,151.160701,130,suburb_postcode
BONDOOLA,4703,-23.172889,150.677949,228,suburb_postcode
COBRABALL,4703,-23.152541,150.642701,46,suburb_postcode
GEORGETOWN,4871,-18.294201,143.54679,392,suburb_postcode
MOUNT NEBO,4520,-27.390973,152.780709,267,suburb_postcode
GLENDALE,4711,-23.250206,150.475333,322,suburb_postcode
MUNGINDI,2406,-28.969702,148.987302,243,suburb_postcode
RODDS BAY,4678,-24.084423,151.62206,182,suburb_postcode
FARNBOROUGH,4703,-23.076844,150.722501,229,suburb_postcode
PLACID HILLS,4343,-27.557279,152.2357,300,suburb_postcode
SILKWOOD,4856,-17.745227,146.018045,306,suburb_postcode
GREENMOUNT,4359,-27.7839,151.905906,396,suburb_postcode
JERICHO,4728,-23.603148,146.125029,289,suburb_postcode
CUNNAMULLA,4490,-28.069024,145.688142,970,suburb_postcode
CAPELLA,4723,-23.084052,148.025511,737,suburb_postcode
GOOBURRUM,4670,-24.819991,152.324803,723,suburb_postcode
MOUNT GARNET,4872,-17.676786,145.114866,358,suburb_postcode
BOROREN,4678,-24.244868,151.495338,221,suburb_postcode
YANGAN,4371,-28.19584,152.210424,266,suburb_postcode
MAGNOLIA,4650,-25.658503,152.688609,85,suburb_postcode
BELLTHORPE,4514,-26.843363,152.723866,128,suburb_postcode
KUREELPA,4560,-26.610494,152.899136,510,suburb_postcode
SHANNONVALE,4873,-16.505662,145.379763,98,suburb_postcode
HAZELDEAN,4515,-27.032867,152.545463,227,suburb_postcode
HARLIN,4314,-26.972092,152.357767,159,suburb_postcode
CABARLAH,4352,-27.435545,151.993968,564,suburb_postcode
COOLOOLABIN,4560,-26.55409,152.908999,165,suburb_postcode
BOOIE,4610,-26.553613,151.92741,505,suburb_postcode
KAPALDO,4630,-25.049523,151.143502,39,suburb_postcode
EAST END,4695,-23.880193,150.97493,125,suburb_postcode
CLAIRVIEW,4741,-22.107441,149.528373,182,suburb_postcode
CLARKE CREEK,4705,-22.721002,149.301163,27,suburb_postcode
BAJOOL,4699,-23.653008,150.640514,298,suburb_postcode
UPPER FLAGSTONE,4344,-27.623158,152.019169,87,suburb_postcode
WEST STOWE,4680,-23.896,151.1369,158,suburb_postcode
REGENCY DOWNS,4341,-27.537253,152.444284,1171,suburb_postcode
MOUNT JUKES,4740,-20.985502,148.965135,174,suburb_postcode
KING SCRUB,4521,-27.17717,152.827508,188,suburb_postcode
GOOMERI,4601,-26.18223,152.068089,712,suburb_postcode
COPPABELLA,4741,-21.90659,148.362874,125,suburb_postcode
JACKSON NORTH,4426,-26.41801,149.658323,44,suburb_postcode
MITCHELL,4465,-26.485748,147.974126,909,suburb_postcode
ELBOW VALLEY,4370,-28.394861,152.146161,103,suburb_postcode
HAMPDEN,4741,-21.079831,148.952396,264,suburb_postcode
ABERGOWRIE,4850,-18.47463,145.88796,253,suburb_postcode
ALLIGATOR CREEK,4740,-21.318416,149.221727,408,suburb_postcode
MILMAN,4702,-23.111985,150.413827,88,suburb_postcode
OWENS CREEK,4741,-21.106266,148.711862,86,suburb_postcode
BOONARA,4601,-26.072235,152.050681,31,suburb_postcode
BOULDERCOMBE,4702,-23.56577,150.471196,553,suburb_postcode
THAGOONA,4306,-27.621432,152.63256,462,suburb_postcode
DARGAL ROAD,4455,-26.555254,148.735541,85,suburb_postcode
MAAROOM,4650,-25.609966,152.872038,224,suburb_postcode
EAST TRINITY,4871,-16.906359,145.821665,241,suburb_postcode
SHAW,4818,-19.283643,146.702872,882,suburb_postcode
LAWGI DAWES,4716,-24.60161,150.703714,103,suburb_postcode
BANANA,4702,-24.471078,150.12842,306,suburb_postcode
KIDAMAN CREEK,4574,-26.63906,152.774278,124,suburb_postcode
MILLSTREAM,4888,-17.65561,145.415425,752,suburb_postcode
BOYLAND,4275,-27.949384,153.157226,317,suburb_postcode
ILBILBIE,4738,-21.6835,149.429161,338,suburb_postcode
PETRIE TERRACE,4000,-27.462495,153.013022,873,suburb_postcode
EAST HALDON,4343,-27.842225,152.211703,18,suburb_postcode
PINJARRA HILLS,4069,-27.52947,152.915228,363,suburb_postcode
EPSOM,4741,-21.477614,148.810596,9,suburb_postcode
ETNA CREEK,4702,-23.213053,150.474716,111,suburb_postcode
WYAGA,4390,-28.190072,150.633863,35,suburb_postcode
IRONPOT,4701,-23.262192,150.593384,114,suburb_postcode
CASTLE HILL,4810,-19.249439,146.799843,524,suburb_postcode
RYAN,4825,-20.70257,139.50012,241,suburb_postcode
SCOTCHY POCKET,4570,-25.994442,152.527364,38,suburb_postcode
SILVER RIDGE,4352,-27.609145,152.003973,84,suburb_postcode
SADLIERS CROSSING,4305,-27.613122,152.744956,646,suburb_postcode
SILVER SPUR,4385,-28.861654,151.27785,58,suburb_postcode
BOREEN POINT,4565,-26.284445,152.994305,447,suburb_postcode
COEN,4892,-13.944455,143.199821,146,suburb_postcode
JEEBROPILLY,4340,-27.650261,152.64949,64,suburb_postcode
WOLFFDENE,4207,-27.779442,153.181656,195,suburb_postcode
ROSELLA,4740,-21.237998,149.143682,47,suburb_postcode
PILERWA,4650,-25.603713,152.565711,26,suburb_postcode
MOUNT HALLEN,4312,-27.330648,152.380961,275,suburb_postcode
RIFLE RANGE,4311,-27.453722,152.548146,220,suburb_postcode
CANNON CREEK,4310,-28.063964,152.72544,45,suburb_postcode
KINNOUL,4420,-25.647959,149.582957,36,suburb_postcode
FINNIE,4350,-27.626928,151.893282,39,suburb_postcode
KHOLO,4306,-27.516133,152.760556,247,suburb_postcode
MOUNT DELANEY,4514,-27.010742,152.715424,58,suburb_postcode
IVERAGH,4680,-24.105171,151.409473,67,suburb_postcode
WOORABINDA,4713,-24.133159,149.45777,421,suburb_postcode
WINSTON,4825,-20.710611,139.497112,725,suburb_postcode
BRANDY CREEK,4800,-20.337231,148.663739,56,suburb_postcode
SOUTH NANANGO,4615,-26.716392,151.970372,581,suburb_postcode
BROOLOO,4570,-26.503521,152.699644,228,suburb_postcode
GARRADUNGA,4860,-17.457901,146.00079,77,suburb_postcode
ROCKY CREEK,4357,-28.01195,151.346397,24,suburb_postcode
WIVENHOE POCKET,4306,-27.416421,152.615918,183,suburb_postcode
LINTHORPE,4356,-27.603971,151.665561,203,suburb_postcode
NORTH BRANCH,4370,-28.021133,152.29095,33,suburb_postcode
MONDURAN,4671,-24.883094,151.901511,58,suburb_postcode
TOP CAMP,4350,-27.633613,151.939273,408,suburb_postcode
GINDIE,4702,-23.748212,148.135579,116,suburb_postcode
REDWOOD,4350,-27.565994,151.979884,105,suburb_postcode
GOOMBOORIAN,4570,-26.078344,152.780296,268,suburb_postcode
WONDALLI,4390,-28.393263,150.571329,25,suburb_postcode
VICTORY HEIGHTS,4570,-26.175111,152.684882,296,suburb_postcode
BANNOCKBURN,4207,-27.756969,153.188508,479,suburb_postcode
CHERBOURG,4605,-26.293169,151.953384,417,suburb_postcode
MOOLBOOLAMAN,4671,-24.992751,151.840503,315,suburb_postcode
MINGOOLA,4380,-28.943695,151.532498,21,suburb_postcode
UMBIRAM,4352,-27.661114,151.762071,67,suburb_postcode
LAKE BARRINE,4884,-17.265816,145.642016,139,suburb_postcode
MARMOR,4702,-23.681918,150.714062,154,suburb_postcode
TOOLAKEA,4818,-19.146421,146.578394,133,suburb_postcode
CAMPWIN BEACH,4737,-21.377326,149.314152,310,suburb_postcode
PASHA,4721,-21.730836,147.557645,29,suburb_postcode
TOOLOOA,4680,-23.885694,151.267892,580,suburb_postcode
CARMILA,4739,-21.910971,149.404155,337,suburb_postcode
SARINA RANGE,4737,-21.542087,149.107209,148,suburb_postcode
DOTSWOOD,4820,-19.904367,146.437133,36,suburb_postcode
MER ISLAND,4875,-9.916636,144.051371,116,suburb_postcode
WOODHILL,4285,-27.890206,152.985329,591,suburb_postcode
WESTWOOD,4702,-23.62207,150.156602,151,suburb_postcode
PRESTON,4800,-20.380484,148.657707,179,suburb_postcode
CHARLTON,4350,-27.520444,151.849942,136,suburb_postcode
CEDAR POCKET,4570,-26.200148,152.771288,181,suburb_postcode
KOAH,4881,-16.884947,145.550142,328,suburb_postcode
BOULIA,4829,-22.911266,139.910066,289,suburb_postcode
CEDAR GROVE,4285,-27.862512,152.978436,740,suburb_postcode
PACIFIC HEIGHTS,4703,-23.099539,150.741276,651,suburb_postcode
YUGAR,4520,-27.344736,152.876758,174,suburb_postcode
FORESTDALE,4118,-27.664255,153.008077,1043,suburb_postcode
WONGABEL,4883,-17.32479,145.469591,106,suburb_postcode
SPRINGSIDE,4356,-27.669386,151.584864,58,suburb_postcode
DIWAN,4873,-16.194776,145.409707,142,suburb_postcode
SEPTIMUS,4754,-21.202462,148.764057,77,suburb_postcode
GLASTONBURY,4570,-26.210901,152.531913,235,suburb_postcode
RAVENSWOOD,4816,-20.098676,146.891121,426,suburb_postcode
PERANGA,4352,-27.144162,151.695032,80,suburb_postcode
TAKILBERAN,4671,-24.901924,151.788874,39,suburb_postcode
NARKO,4352,-27.104539,151.711301,28,suburb_postcode
NERADA,4860,-17.551896,145.880713,52,suburb_postcode
IREDALE,4344,-27.576004,152.100063,73,suburb_postcode
CLUMBER,4309,-28.053875,152.479004,44,suburb_postcode
LYONS,4124,-27.758594,152.897075,22,suburb_postcode
TANAWHA,4556,-26.712028,153.035772,544,suburb_postcode
COMET,4702,-23.604409,148.541946,214,suburb_postcode
CARRUCHAN,4816,-18.234139,145.934923,142,suburb_postcode
CALLANDOON,4390,-28.501567,150.133001,13,suburb_postcode
WALLUMBILLA,4428,-26.584835,149.186753,337,suburb_postcode
WALLUMBILLA SOUTH,4428,-26.694554,149.17777,49,suburb_postcode
PORCUPINE,4821,-20.26173,144.37735,34,suburb_postcode
MORTON VALE,4343,-27.472517,152.395149,68,suburb_postcode
CANAL CREEK,4702,-22.934626,150.331914,10,suburb_postcode
LOCKYER WATERS,4311,-27.452156,152.402832,244,suburb_postcode
GRAPETREE,4352,-27.327053,152.088192,28,suburb_postcode
CERATODUS,4627,-25.281256,151.13954,26,suburb_postcode
CEDAR CREEK,4520,-27.332524,152.821814,315,suburb_postcode
DUARINGA,4712,-23.716778,149.671794,274,suburb_postcode
MOUNT PELION,4741,-20.928512,148.816472,61,suburb_postcode
LYRA,4382,-28.827677,151.854695,24,suburb_postcode
NORTH ETON,4741,-21.230384,148.961519,98,suburb_postcode
CARTERS RIDGE,4563,-26.454003,152.771977,249,suburb_postcode
BURNCLUITH,4413,-26.592436,150.732427,72,suburb_postcode
BEDOURIE,4829,-24.358035,139.469295,235,suburb_postcode
GROPER CREEK,4806,-19.692317,147.530222,100,suburb_postcode
MARSHLANDS,4611,-26.155966,151.748627,19,suburb_postcode
TINANA SOUTH,4650,-25.5886,152.654522,256,suburb_postcode
BROOKLANDS,4615,-26.725114,151.832698,218,suburb_postcode
RAMSAY,4358,-27.715535,151.974848,147,suburb_postcode
WINYA,4515,-26.931122,152.570643,191,suburb_postcode
GLEN CAIRN,4342,-27.621587,152.327081,68,suburb_postcode
HALY CREEK,4610,-26.688092,151.733848,77,suburb_postcode
NO 6 BRANCH,4859,-17.595083,145.960464,52,suburb_postcode
MOORLAND,4670,-24.754045,152.201291,125,suburb_postcode
MOUNT SYLVIA,4343,-27.731365,152.220409,56,suburb_postcode
BILLA BILLA,4390,-28.154156,150.288952,32,suburb_postcode
ROCKY POINT,4873,-16.389738,145.409002,90,suburb_postcode
GIRU,4809,-19.513921,147.107374,344,suburb_postcode
YULEBA SOUTH,4427,-26.688474,149.353819,20,suburb_postcode
STRATFORD,4870,-16.876627,145.730711,761,suburb_postcode
MOUNT COOT-THA,4066,-27.471675,152.965546,88,suburb_postcode
MICA CREEK,4825,-20.764339,139.491406,100,suburb_postcode
PRATTEN,4370,-28.086,151.782637,190,suburb_postcode
SCOTTVILLE,4804,-20.572554,147.818021,244,suburb_postcode
WYARALONG,4310,-27.931447,152.791395,31,suburb_postcode
SHIRBOURNE,4809,-19.560959,147.075763,86,suburb_postcode
TARGINNIE,4694,-23.770565,151.104114,180,suburb_postcode
MUNRUBEN,4125,-27.744053,153.029708,1233,suburb_postcode
TELLEBANG,4630,-25.0454,151.227142,55,suburb_postcode
PATERSON,4570,-25.8958,152.529535,85,suburb_postcode
DIAMOND VALLEY,4553,-26.75581,152.939204,195,suburb_postcode
DUCKLO,4405,-27.289572,151.009214,182,suburb_postcode
RINGWOOD,4343,-27.531896,152.228647,27,suburb_postcode
WINDORAH,4481,-25.420044,142.655837,188,suburb_postcode
ASHFIELD,4670,-24.873443,152.390562,530,suburb_postcode
AIRVILLE,4807,-19.629346,147.345411,285,suburb_postcode
MOUNT BINGA,4314,-26.9893,151.985485,57,suburb_postcode
ERUB ISLAND,4875,-9.586881,143.770346,98,suburb_postcode
BOGIE,4805,-20.324661,147.946844,73,suburb_postcode
BARAMBAH,4601,-26.327407,152.094134,27,suburb_postcode
CARPENDALE,4344,-27.586639,152.144947,57,suburb_postcode
MOA ISLAND,4875,-10.187376,142.329444,205,suburb_postcode
LOCKHART RIVER,4892,-12.786644,143.342414,237,suburb_postcode
TOLL,4820,-20.051645,146.256022,395,suburb_postcode
THE SUMMIT,4377,-28.575824,151.948359,225,suburb_postcode
SILVERLEIGH,4401,-27.314401,151.776997,50,suburb_postcode
FOREST SPRINGS,4362,-27.985894,152.076946,75,suburb_postcode
KINGSTHORPE,4400,-27.475957,151.823032,987,suburb_postcode
MYALL PARK,4415,-26.573817,150.184887,15,suburb_postcode
CRAIGLIE,4877,-16.532876,145.470141,1096,suburb_postcode
JAFFA,4855,-17.78394,146.001816,37,suburb_postcode
BOYNE VALLEY,4680,-24.448329,151.321882,805,suburb_postcode
RIORDANVALE,4800,-20.286562,148.644304,210,suburb_postcode
TIERI,4709,-23.033021,148.344142,637,suburb_postcode
HALIDAY BAY,4740,-20.894677,148.986525,195,suburb_postcode
EUROMBAH,4420,-25.845346,149.470621,28,suburb_postcode
OPALTON,4735,-22.909093,142.507043,52,suburb_postcode
TWO MILE,4570,-26.170002,152.64301,83,suburb_postcode
BLANTYRE,4310,-27.903348,152.687506,33,suburb_postcode
ELECTRA,4670,-24.986768,152.11913,54,suburb_postcode
STORM KING,4380,-28.725798,151.987613,60,suburb_postcode
WEYBA DOWNS,4562,-26.441726,153.052546,200,suburb_postcode
ALTON DOWNS,4702,-23.311426,150.37115,682,suburb_postcode
SHELL POCKET,4855,-17.818589,145.984474,33,suburb_postcode
HOMEBUSH,4740,-21.271866,149.053776,140,suburb_postcode
CHEWKO,4880,-17.067208,145.373421,125,suburb_postcode
AUBIGNY,4401,-27.51769,151.67121,147,suburb_postcode
LAGOON POCKET,4570,-26.272632,152.676289,85,suburb_postcode
ELLESMERE,4610,-26.734785,151.743151,206,suburb_postcode
WARRA,4411,-26.928049,150.921023,142,suburb_postcode
GLENORCHY,4650,-25.611811,152.64201,32,suburb_postcode
DULONG,4560,-26.634327,152.897278,351,suburb_postcode
BUNYA MOUNTAINS,4405,-26.881503,151.599155,348,suburb_postcode
BLACKBUTT NORTH,4314,-26.868191,152.119804,302,suburb_postcode
YALBOROO,4741,-20.836194,148.668188,138,suburb_postcode
KULLOGUM,4660,-25.280672,152.228906,76,suburb_postcode
DINGO BEACH,4800,-20.091369,148.50028,231,suburb_postcode
MAUDSLAND,4210,-27.927125,153.28345,2975,suburb_postcode
DOWS CREEK,4754,-21.098248,148.759222,77,suburb_postcode
COALFALLS,4305,-27.60652,152.743608,455,suburb_postcode
DOOMADGEE,4830,-17.943243,138.831615,388,suburb_postcode
HUNGERFORD,4493,-28.996172,144.41033,106,suburb_postcode
WILLS,4829,-23.05706,139.929726,13,suburb_postcode
IAMA ISLAND,4875,-9.899413,142.768617,87,suburb_postcode
KOGAN,4406,-27.08352,150.745828,227,suburb_postcode
MIRRIWINNI,4871,-17.396396,145.910253,438,suburb_postcode
HUNCHY,4555,-26.680039,152.918442,284,suburb_postcode
CAMP CREEK,4871,-17.619746,145.963489,84,suburb_postcode
MOODLU,4510,-27.057866,152.912909,156,suburb_postcode
MOONFORD,4630,-24.778119,151.035446,102,suburb_postcode
NORTH TALWOOD,4496,-28.485764,149.468493,140,suburb_postcode
FRIDAY POCKET,4855,-17.831808,146.005835,23,suburb_postcode
ROSS RIVER,4816,-19.499819,146.835142,12,suburb_postcode
WEST HALDON,4359,-27.783713,152.101988,77,suburb_postcode
CAPTAIN CREEK,4677,-24.278304,151.754532,327,suburb_postcode
LAURA,4892,-15.560057,144.446185,64,suburb_postcode
KINKUNA,4670,-24.986764,152.397231,59,suburb_postcode
MOUNT MCEUEN,4606,-26.241494,151.720816,24,suburb_postcode
WERIBONE,4417,-27.21274,148.871808,14,suburb_postcode
TAKURA,4655,-25.320091,152.707176,319,suburb_postcode
BRACEWELL,4695,-23.901112,150.895393,191,suburb_postcode
SKYRING RESERVE,4671,-25.042795,151.959815,22,suburb_postcode
FEDERAL,4568,-26.39239,152.81085,249,suburb_postcode
GREGORY RIVER,4800,-20.282161,148.532074,178,suburb_postcode
RANGEWOOD,4817,-19.310274,146.638869,460,suburb_postcode
CAMOOWEAL,4828,-19.919616,138.121013,175,suburb_postcode
CURRAJAH,4871,-17.581168,145.990635,40,suburb_postcode
BEACH HOLM,4818,-19.210972,146.656151,138,suburb_postcode
WRIGHTS CREEK,4869,-17.039096,145.766528,148,suburb_postcode
HORTON,4660,-25.226607,152.319064,139,suburb_postcode
LANGSHAW,4570,-26.296949,152.58533,91,suburb_postcode
LILYVALE,4352,-27.435555,151.878553,34,suburb_postcode
FLETCHER CREEK,4714,-23.770639,150.375271,13,suburb_postcode
GROSMONT,4419,-25.947542,149.823798,107,suburb_postcode
NANUM,4874,-12.642906,141.861576,471,suburb_postcode
BRAEMEADOWS,4850,-18.645367,146.247794,201,suburb_postcode
