suburb,postcode,lat,lng,n_addresses,level
WERIBONE,,-27.21274,148.871808,14,suburb
TAKURA,,-25.320091,152.707176,319,suburb
BRACEWELL,,-23.901112,150.895393,191,suburb
SKYRING RESERVE,,-25.042795,151.959815,22,suburb
FEDERAL,,-26.39239,152.81085,249,suburb
GREGORY RIVER,,-20.289146,148.550691,222,suburb
RANGEWOOD,,-19.310274,146.638869,460,suburb
CAMOOWEAL,,-19.919616,138.121013,175,suburb
CURRAJAH,,-17.581168,145.990635,40,suburb
BEACH HOLM,,-19.210972,146.656151,138,suburb
WRIGHTS CREEK,,-17.039096,145.766528,148,suburb
HORTON,,-25.226607,152.319064,139,suburb
LANGSHAW,,-26.296949,152.58533,91,suburb
LILYVALE,,-27.429096,151.869874,52,suburb
FLETCHER CREEK,,-23.770639,150.375271,13,suburb
GROSMONT,,-25.947542,149.823798,107,suburb
NANUM,,-12.642906,141.861576,471,suburb
BRAEMEADOWS,,-18.645367,146.247794,201,suburb
BURRUM RIVER,,-25.282922,152.584715,156,suburb
HOPE VALE,,-15.295837,145.110563,493,suburb
TORRENS CREEK,,-20.769542,145.018731,230,suburb
MURRIGAL,,-18.047915,145.892648,39,suburb
SWANBANK,,-27.6506,152.81641,95,suburb
CROFTBY,,-28.142207,152.590444,85,suburb
TIRROAN,,-25.013749,151.927873,146,suburb
HIGHWORTH,,-26.617386,152.931276,192,suburb
CASTLE CREEK,,-24.788145,150.259416,36,suburb
WHITESIDE,,-27.255437,152.930699,286,suburb
UPPER LOCKYER,,-27.485964,152.063633,246,suburb
UPPER KANDANGA,,-26.42544,152.557216,60,suburb
PADDYS GREEN,,-16.994409,145.342778,161,suburb
WOOROOLIN,,-26.409966,151.814076,236,suburb
MCDESME,,-19.613175,147.386876,202,suburb
GLEN ESK,,-27.243143,152.465267,43,suburb
THANGOOL,,-24.488343,150.575264,473,suburb
SOUTH MISSION BEACH,,-17.943815,146.089969,883,suburb
SOUTH TREES,,-23.903148,151.288477,44,suburb
MONS,,-26.690194,153.025775,493,suburb
JARDINE,,-23.053492,150.385611,27,suburb
LOCHINGTON,,-23.983511,147.564384,60,suburb
EBENEZER,,-27.675495,152.612201,180,suburb
WILLOWBANK,,-27.663934,152.687492,659,suburb
ROLLESTON,,-24.463337,148.623175,105,suburb
BURGOWAN,,-25.331046,152.626318,23,suburb
RANSOME,,-27.492588,153.179557,170,suburb
TOWNSON,,-27.871497,152.383771,32,suburb
SANDRINGHAM,,-23.217862,150.543248,42,suburb
STOCKYARD,,-27.643023,152.044898,57,suburb
MURRAY,,-19.3212,146.807763,1,suburb
EIDSVOLD WEST,,-25.376953,150.714974,46,suburb
EURONG,,-25.511277,153.124449,47,suburb
PORT CURTIS,,-23.410958,150.512228,254,suburb
STANWELL,,-23.48201,150.32005,230,suburb
FULHAM,,-27.054984,152.456102,28,suburb
BENAIR,,-26.62544,151.705825,72,suburb
GOOMBUNGEE,,-27.304907,151.851113,610,suburb
NORWELL,,-27.776494,153.314226,136,suburb
MOUNT ALMA,,-24.068687,150.880918,72,suburb
CREDITON,,-21.199402,148.540418,62,suburb
CROSSROADS,,-26.886098,150.507312,70,suburb
O'BIL BIL,,-25.539064,151.246409,27,suburb
BEAVER ROCK,,-25.515328,152.785634,33,suburb
INJINOO,,-10.907031,142.323753,206,suburb
WILLOWS,,-23.73822,147.539007,171,suburb
TAROMEO,,-26.821682,152.115277,287,suburb
BIRNAM,,-27.937786,153.038809,88,suburb
INVERLAW,,-26.582107,151.749469,105,suburb
GORDONBROOK,,-26.477418,151.728503,97,suburb
THE GUMS,,-27.315038,150.215033,109,suburb
KINLEYMORE,,-26.17534,151.648639,46,suburb
WERANGA,,-27.270314,150.717259,210,suburb
WIDGEE,,-26.206488,152.437261,507,suburb
SEVERNLEA,,-28.70451,151.905182,183,suburb
LOWER TENTHILL,,-27.599488,152.236314,114,suburb
CAMBROON,,-26.64037,152.689733,112,suburb
BENARABY,,-24.008286,151.322473,499,suburb
ILFRACOMBE,,-23.490483,144.507058,277,suburb
STEWARTON,,-23.746738,148.898092,14,suburb
CAWDOR,,-27.464414,151.9217,149,suburb
GOLDFIELDS,,-28.470578,151.749993,22,suburb
K'GARI,,-25.39113,153.037094,366,suburb
BAMBAROO,,-18.868603,146.188828,121,suburb
BLUFF,,-23.579908,149.069604,458,suburb
FASSIFERN,,-27.95723,152.583515,14,suburb
NATURAL BRIDGE,,-28.217313,153.233306,84,suburb
KAWL KAWL,,-26.188161,151.729252,13,suburb
SILKY OAK,,-17.972296,145.945925,116,suburb
FELUGA,,-17.881196,145.950638,185,suburb
WEST POINT,,-19.133697,146.788171,57,suburb
BUNGIL,,-26.625183,148.802906,49,suburb
KIAMBA,,-26.575331,152.899512,122,suburb
BIARRA,,-27.163664,152.332154,191,suburb
FOULDEN,,-21.138569,149.147907,40,suburb
KOOROONGARRA,,-28.092106,151.262727,57,suburb
BRIDGES,,-26.537824,152.937286,161,suburb
WINDERMERE,,-24.863246,152.423845,86,suburb
BELLENDEN KER,,-17.270425,145.923758,179,suburb
CURTIS ISLAND,,-23.756602,151.310405,132,suburb
HODGLEIGH,,-26.604332,151.939916,72,suburb
BLAXLAND,,-27.205025,151.407489,34,suburb
ST MARY,,-25.73721,152.499139,38,suburb
ALBERTON,,-27.705586,153.258389,301,suburb
DURHAM DOWNS,,-26.154121,149.057811,28,suburb
MILBONG,,-27.88228,152.727792,76,suburb
SANDIFORD,,-21.244849,149.10576,79,suburb
PUNCHS CREEK,,-27.974752,151.395211,28,suburb
WOODBINE,,-27.775987,152.200993,14,suburb
IVORY CREEK,,-27.055331,152.328778,30,suburb
APPLETHORPE,,-28.617416,151.954286,288,suburb
GLENLYON,,-28.884953,151.462296,41,suburb
TINNANBAR,,-25.759071,152.957187,116,suburb
TARZALI,,-17.425452,145.604317,351,suburb
TANDUR,,-26.283336,152.756088,100,suburb
DUGANDAN,,-28.010332,152.682234,407,suburb
BUNGEWORGORAI,,-26.474186,148.610748,40,suburb
UPPER WHEATVALE,,-28.136957,151.870825,16,suburb
MORVEN,,-26.415818,147.112808,204,suburb
NEWELL,,-16.424007,145.405883,245,suburb
CANNINGVALE,,-28.245663,152.065342,54,suburb
CALCIUM,,-19.636804,146.816526,14,suburb
RUNNING CREEK,,-28.280112,152.898975,86,suburb
RULES BEACH,,-24.491934,152.017154,76,suburb
ROSEHILL,,-28.183003,151.996529,73,suburb
TOPAZ,,-17.417248,145.716461,132,suburb
THE PINES,,-27.973179,150.968007,27,suburb
NUMINBAH VALLEY,,-28.141868,153.225624,107,suburb
CORAL SEA,,-20.017885,148.457793,245,suburb
LARAVALE,,-28.090349,152.935913,102,suburb
OAKEY CREEK,,-23.743679,150.350997,39,suburb
ADARE,,-27.525528,152.302536,544,suburb
YULEBA,,-26.614268,149.381091,230,suburb
BOOROOBIN,,-26.810514,152.776798,165,suburb
WHITSUNDAYS,,-20.342573,148.952628,332,suburb
HIDEAWAY BAY,,-20.080931,148.482692,408,suburb
GOONDI BEND,,-17.524036,146.010436,343,suburb
BOOGAN,,-17.605589,146.01651,90,suburb
PETFORD,,-17.359559,144.928371,17,suburb
GLEN ECHO,,-25.910141,152.397824,33,suburb
YARWUN,,-23.841547,151.126665,151,suburb
KENNEDY,,-18.206803,145.946904,83,suburb
MUIRLEA,,-27.574665,152.736651,103,suburb
UPPER FREESTONE,,-28.131333,152.203454,40,suburb
SEAFORTH,,-20.900787,148.961652,686,suburb
ST HELENS BEACH,,-20.831654,148.837255,178,suburb
BUNJURGEN,,-28.045062,152.621732,66,suburb
THORNTON,,-27.812871,152.367648,127,suburb
COLUMBOOLA,,-26.66548,150.334876,72,suburb
CAPE HILLSBOROUGH,,-20.924986,149.016931,27,suburb
REIDS CREEK,,-25.520856,151.536362,44,suburb
TARRAMBA,,-24.671071,150.220895,24,suburb
PIMPIMBUDGEE,,-26.891528,151.744482,57,suburb
WATTLEBANK,,-23.12914,150.468312,45,suburb
SUGARLOAF,,-20.320467,148.632213,265,suburb
UPPER TENTHILL,,-27.655237,152.220725,98,suburb
FARLEIGH,,-21.101702,149.101252,390,suburb
COWAN COWAN,,-27.125599,153.366439,83,suburb
WARRUBULLEN,,-17.680227,146.018766,40,suburb
MOUNT MOLAR,,-27.896404,151.846016,70,suburb
BACK PLAINS,,-27.890413,151.783184,43,suburb
MOUNT MARROW,,-27.602038,152.62335,77,suburb
FAIRNEY VIEW,,-27.484598,152.646833,103,suburb
BLUE MOUNTAIN HEIGHTS,,-27.502091,151.960589,421,suburb
MOUNT KYNOCH,,-27.510615,151.950696,260,suburb
TUNGAMULL,,-23.3093,150.691899,158,suburb
TARAGOOLA,,-24.092724,151.230425,38,suburb
MOUNT ISA,,-20.742919,139.478293,182,suburb
RAGLAN,,-23.738428,150.816331,230,suburb
RUBYANNA,,-24.837919,152.399849,128,suburb
MYRTLEVALE,,-20.326803,148.554162,76,suburb
NEW HARBOURLINE,,-17.611903,146.057941,110,suburb
BALGAL BEACH,,-19.035358,146.416816,818,suburb
CHANCES PLAIN,,-26.734472,150.711226,69,suburb
GARNERS BEACH,,-17.817909,146.101405,39,suburb
MOUNT CHARLTON,,-20.994611,148.730395,95,suburb
ALEXANDRA,,-21.163393,149.097412,93,suburb
BALNAGOWAN,,-21.117066,149.017669,205,suburb
WOOTHA,,-26.784218,152.804898,128,suburb
BEATRICE,,-17.555875,145.595789,94,suburb
RIDGELANDS,,-23.257553,150.273394,137,suburb
IRONGATE,,-27.633695,151.531223,64,suburb
AMBERLEY,,-27.63917,152.695901,447,suburb
BLOOMFIELD,,-15.921301,145.350119,275,suburb
BYFIELD,,-22.837039,150.642745,192,suburb
CALEN,,-20.899828,148.762898,281,suburb
SCRUBBY MOUNTAIN,,-27.769751,151.588925,82,suburb
WOLFANG,,-22.63458,147.785315,55,suburb
GUNYARRA,,-20.497105,148.585155,7,suburb
STOTERS HILL,,-17.53505,145.970534,72,suburb
OWANYILLA,,-25.668211,152.623694,132,suburb
GUMLU,,-19.878779,147.683518,92,suburb
AMIENS,,-28.600456,151.820525,164,suburb
WELLCAMP,,-27.549735,151.849344,187,suburb
BARNEY VIEW,,-28.251798,152.774061,49,suburb
MOUNT STUART,,-19.333268,146.733653,224,suburb
PALMYRA,,-21.197022,149.070983,123,suburb
TINGOORA,,-26.360748,151.820527,248,suburb
BOYNESIDE,,-26.723491,151.514124,23,suburb
WOMINA,,-28.192764,152.034627,133,suburb
STEWART CREEK VALLEY,,-16.292418,145.316426,26,suburb
WARRABER ISLET,,-10.206149,142.826853,90,suburb
DRINAN,,-25.044444,152.01135,71,suburb
LANNERCOST,,-18.588332,146.027322,117,suburb
DJUAN,,-27.177989,151.921961,52,suburb
GLENLEIGH,,-25.033225,151.055899,27,suburb
OLD TALGAI,,-28.027518,151.728463,23,suburb
MCEWENS BEACH,,-21.249938,149.205313,108,suburb
CHURCHABLE,,-27.423177,152.374777,147,suburb
KIRKNIE,,-19.807009,147.261417,128,suburb
CROWNTHORPE,,-26.115461,151.941172,23,suburb
ROSALIE PLAINS,,-27.214186,151.694557,43,suburb
GREENLANDS,,-28.651076,151.815231,143,suburb
MIGHELL,,-17.535421,146.027323,306,suburb
BALLOGIE,,-26.363825,151.543328,185,suburb
DUINGAL,,-25.11179,152.01249,66,suburb
DAJARRA,,-21.694705,139.514023,120,suburb
MORINISH,,-23.219959,150.108386,63,suburb
SOUTH ISIS,,-25.261099,152.296199,228,suburb
GLENMORGAN,,-27.248215,149.632264,116,suburb
GRAYS GATE,,-27.973713,151.318201,18,suburb
STALWORTH,,-26.123595,151.592131,36,suburb
ARCTURUS,,-23.982795,148.320633,43,suburb
KESWICK ISLAND,,-20.918005,149.416705,189,suburb
WAIKOLA,,-26.17036,149.244804,15,suburb
WONGLEPONG,,-27.968085,153.164462,162,suburb
MUNBILLA,,-27.880367,152.656699,53,suburb
MELROSE,,-26.244384,151.654252,8,suburb
FITZGERALD CREEK,,-17.490052,145.974007,40,suburb
EULEILAH,,-24.484362,151.851345,151,suburb
CORDELIA,,-18.595894,146.257578,143,suburb
BUDGEE,,-27.789713,152.013712,32,suburb
TANGORIN,,-21.646722,144.266875,42,suburb
NINE MILE,,-23.416495,150.390356,63,suburb
ADVANCETOWN,,-28.029295,153.28175,276,suburb
TINGUN,,-26.780341,148.889155,104,suburb
PALEN CREEK,,-28.272142,152.80402,88,suburb
TABOOBA,,-28.137255,152.954579,27,suburb
ELLERBECK,,-18.236284,145.986722,95,suburb
GOOTCHIE,,-25.862999,152.57768,61,suburb
WESTMAR,,-27.906699,149.745105,29,suburb
TAROME,,-27.98876,152.469126,71,suburb
CANNINDAH,,-24.875815,151.219131,23,suburb
INGLESTONE,,-27.622754,149.767696,42,suburb
COW BAY,,-16.230187,145.445202,253,suburb
GOOGA CREEK,,-26.969257,152.05315,36,suburb
GUNDIAH,,-25.833869,152.542398,102,suburb
LAKELAND,,-15.858188,144.854225,79,suburb
TEMPLIN,,-27.971412,152.647686,49,suburb
KERRY,,-28.103808,153.029443,149,suburb
TOONDAHRA,,-25.931319,151.406836,6,suburb
PLAINBY,,-27.269352,151.960206,54,suburb
KUTTABUL,,-21.043236,148.892262,356,suburb
SILVER VALLEY,,-17.616361,145.288435,99,suburb
MURWEH,,-26.959116,145.811446,6,suburb
LAKE CLARENDON,,-27.521951,152.324104,172,suburb
MOUNT ALFORD,,-28.066091,152.596832,180,suburb
WYCARBAH,,-23.54138,150.212878,41,suburb
THANES CREEK,,-28.10916,151.671421,51,suburb
KILCUMMIN,,-22.40918,147.555911,103,suburb
FORESTVALE,,-25.99706,147.886952,61,suburb
NORTH MACLAGAN,,-27.023632,151.692459,10,suburb
MOUNT TABOR,,-28.2054,152.070124,42,suburb
VERESDALE,,-27.918479,152.990857,168,suburb
VALKYRIE,,-22.154885,148.556853,52,suburb
RATHDOWNEY,,-28.210921,152.862785,214,suburb
CANNING CREEK,,-28.162282,151.185318,10,suburb
SPRINGLANDS,,-20.562356,147.769309,53,suburb
MOUNTAIN CAMP,,-27.205467,152.038224,18,suburb
GOOMERIBONG,,-26.145012,152.011435,37,suburb
MELDALE,,-27.033042,153.072889,125,suburb
TUEN,,-28.561581,145.787524,16,suburb
GERMANTOWN,,-17.641485,145.964597,43,suburb
SPRINGDALE,,-28.79573,151.58977,15,suburb
BROOWEENA,,-25.601821,152.263292,59,suburb
ALABAMA HILL,,-20.082808,146.24945,85,suburb
WELCOME CREEK,,-24.774803,152.280771,197,suburb
GOODAR,,-28.37659,150.134687,45,suburb
COONDOO,,-26.187355,152.891305,38,suburb
CRESSBROOK,,-27.075039,152.428621,75,suburb
LOWER TULLY,,-17.993985,146.00429,58,suburb
HOBARTVILLE,,-23.387771,146.447573,16,suburb
BURBANK,,-27.559507,153.158374,613,suburb
OBUM OBUM,,-27.919563,152.65635,68,suburb
BIDDADDABA,,-27.994975,153.114838,83,suburb
KENTVILLE,,-27.477823,152.424906,53,suburb
CURRAMORE,,-26.687458,152.78855,110,suburb
WATSONVILLE,,-17.359722,145.314048,128,suburb
SOUTH TALWOOD,,-28.654498,149.309985,45,suburb
BAMBOO,,-16.371381,145.385344,63,suburb
CONWAY BEACH,,-20.47837,148.739231,93,suburb
MOUNT MURCHISON,,-24.359051,150.556327,70,suburb
BANGALEE,,-23.074688,150.763533,104,suburb
LAMINGTON,,-28.271037,153.023296,66,suburb
MULLETT CREEK,,-24.640772,152.057223,49,suburb
WIEAMBILLA,,-27.014898,150.472505,78,suburb
BINNA BURRA,,-28.192847,153.188333,30,suburb
GLANMIRE,,-26.223482,152.694436,120,suburb
EIDSVOLD EAST,,-25.339131,151.199423,29,suburb
YANDILLA,,-27.839635,151.351988,34,suburb
BALLARD,,-27.48931,151.968003,93,suburb
TARONG,,-26.768144,151.865567,123,suburb
PECHEY,,-27.30722,152.046633,82,suburb
DIGLUM,,-24.257287,151.099217,82,suburb
KAIRI,,-17.215417,145.541957,263,suburb
MOUNT MARSHALL,,-28.073035,152.032289,147,suburb
BAPAUME,,-28.573835,151.835871,62,suburb
CORELLA,,-26.112153,152.635811,35,suburb
CAPE CLEVELAND,,-19.356135,147.037499,137,suburb
PIKEDALE,,-28.631183,151.657994,31,suburb
FORDSDALE,,-27.716978,152.112391,43,suburb
THALLON,,-28.637223,148.866345,271,suburb
AVOCA VALE,,-26.743548,152.236443,24,suburb
THE LEAP,,-21.073979,149.019621,319,suburb
ST KILDA,,-25.064675,151.916834,63,suburb
EVELYN,,-17.515534,145.510028,168,suburb
WOODMILLAR,,-25.668853,151.58287,75,suburb
UPPER HAUGHTON,,-19.720192,147.128262,55,suburb
OYSTER CREEK,,-24.457627,151.866699,31,suburb
CARSTAIRS,,-19.652851,147.454878,107,suburb
FRAZERVIEW,,-27.952688,152.546618,24,suburb
WILSON VALLEY,,-25.555593,151.840814,33,suburb
REDBANK CREEK,,-27.268107,152.349902,100,suburb
DINGO,,-23.64352,149.330151,142,suburb
CHIRNSIDE,,-23.105631,148.049362,32,suburb
CAIRDBEIGN,,-24.221653,148.140759,38,suburb
YARAKA,,-24.886078,144.075174,14,suburb
MOUNT TULLY,,-28.73583,151.952372,70,suburb
VERADILLA,,-27.594755,152.191152,65,suburb
BROOKSTEAD,,-27.757303,151.445891,139,suburb
BAFFLE CREEK,,-24.492589,151.921117,125,suburb
CLOYNA,,-26.12349,151.834999,132,suburb
MILORA,,-27.852753,152.685497,59,suburb
WOODLANDS,,-27.599158,152.288674,62,suburb
BANCROFT,,-24.786578,151.241681,61,suburb
BILYANA,,-18.117717,145.92032,90,suburb
TOOBEAH,,-28.418339,149.870823,84,suburb
KABAN,,-17.516065,145.418815,57,suburb
KOOMBOOLOOMBA,,-17.640737,145.605986,4,suburb
COOLABUNIA,,-26.591213,151.904601,136,suburb
CHARLESTOWN,,-26.377532,151.859348,52,suburb
DUMBLETON,,-21.130396,149.079298,112,suburb
MOSMAN PARK,,-20.096244,146.262474,217,suburb
CORINGA,,-25.370773,151.961149,74,suburb
WHYANBEEL,,-16.379008,145.346778,103,suburb
CARMOO,,-17.949519,146.060039,134,suburb
BONY MOUNTAIN,,-28.132805,151.848119,63,suburb
DOONGUL,,-25.501061,152.368926,47,suburb
BANKS POCKET,,-26.150853,152.669915,86,suburb
BOONDOOMA,,-26.256564,151.260131,61,suburb
KANIGAN,,-25.950699,152.588778,75,suburb
MOOLOO,,-26.293177,152.61379,80,suburb
TAABINGA,,-26.586172,151.817362,275,suburb
VICTORIA PLANTATION,,-18.642821,146.206484,116,suburb
UPPER PINELANDS,,-27.215605,151.958612,22,suburb
AUBURN,,-25.955777,150.535861,12,suburb
MOUNT MORT,,-27.780286,152.43267,137,suburb
MONA MONA,,-16.731513,145.512151,20,suburb
AMBY,,-26.547066,148.186588,73,suburb
KULPI,,-27.187507,151.698481,125,suburb
MOUNT KILCOY,,-26.870385,152.585353,124,suburb
GUMLOW,,-19.362765,146.697154,80,suburb
JUBILEE HEIGHTS,,-17.493749,146.043244,107,suburb
CALLIDE,,-24.302472,150.47199,42,suburb
COALBANK,,-27.115584,151.864123,44,suburb
MONTROSE,,-27.013465,150.648657,45,suburb
KALPOWAR,,-24.695054,151.305439,81,suburb
OAKWOOD,,-24.847898,152.30275,138,suburb
BOYNEDALE,,-24.221618,151.242766,41,suburb
EROMANGA,,-26.668156,143.269177,101,suburb
CAPE TRIBULATION,,-16.084299,145.458213,76,suburb
DOWNSFIELD,,-26.04331,152.725302,56,suburb
THEEBINE,,-25.946122,152.543942,87,suburb
MUNGALLI,,-17.545329,145.691576,48,suburb
COOCHIN,,-28.105114,152.64442,65,suburb
ABERCORN,,-25.133798,151.128852,56,suburb
TORRES STRAIT,,-9.38032,142.610521,47,suburb
FOREST CREEK,,-16.242443,145.383604,166,suburb
TALGAI,,-28.039266,151.884976,58,suburb
BOOYAL,,-25.21038,152.047524,184,suburb
PINE HILL,,-23.578702,146.99155,10,suburb
MOORE,,-26.892208,152.290713,263,suburb
JIMBOUR WEST,,-26.885566,151.119201,68,suburb
WIDGEEGOARA,,-28.396973,146.216527,23,suburb
BRANCH CREEK,,-25.415007,151.432099,41,suburb
BYRNESTOWN,,-25.522496,151.760902,38,suburb
MOUNT STEADMAN,,-25.454461,151.797318,8,suburb
WALKERS POINT,,-25.50713,152.746059,95,suburb
MIALLO,,-16.40835,145.373443,231,suburb
BON ACCORD,,-25.580611,151.660294,17,suburb
GUTHALUNGRA,,-19.895583,147.731021,50,suburb
NINDOOINBAH,,-28.050803,153.054944,44,suburb
BENARKIN,,-26.885897,152.137689,90,suburb
GOOLMAN,,-27.737481,152.754258,30,suburb
BUNGUNDARRA,,-23.054593,150.661346,313,suburb
ADELAIDE PARK,,-23.096272,150.694704,204,suburb
COOMINGLAH FOREST,,-24.829184,150.992686,3,suburb
COOCHIN CREEK,,-26.895787,153.069136,58,suburb
MOUNT KELLY,,-19.663294,147.320926,207,suburb
EURAMO,,-17.998512,145.927435,77,suburb
OAKENDEN,,-21.326818,149.029115,238,suburb
CAINBABLE,,-28.138803,153.096739,64,suburb
JACKSON,,-26.644733,149.623901,94,suburb
HOOKSWOOD,,-26.546601,150.296481,52,suburb
HOPELAND,,-26.889269,150.662642,83,suburb
DUNMORA,,-25.518412,152.537958,133,suburb
WOODSTOCK,,-19.615992,146.844945,301,suburb
GREYMARE,,-28.208732,151.763371,45,suburb
BALLAROO,,-27.104507,148.600865,38,suburb
KUREEN,,-17.335038,145.579717,84,suburb
OMAN AMA,,-28.396648,151.30952,22,suburb
WESTERN CREEK,,-27.934195,150.900822,12,suburb
SILVER CREEK,,-20.471224,148.467223,6,suburb
YARRANLEA,,-27.721864,151.550792,48,suburb
MUNIGANEEN,,-27.383386,151.871847,23,suburb
BUNYA CREEK,,-25.35732,152.833672,57,suburb
CLEMANT,,-19.092081,146.465095,6,suburb
ST HELENS,,-25.487355,152.709011,174,suburb
TEEBAR,,-25.653632,152.20512,37,suburb
MILLMERRAN WOODS,,-28.011773,151.043579,98,suburb
BRIGOODA,,-26.250622,151.408433,33,suburb
MUNRO PLAINS,,-17.968786,145.790252,43,suburb
SOUTH YAAMBA,,-23.219255,150.333137,54,suburb
LIMESTONE CREEK,,-23.278149,150.571917,83,suburb
MOUNT SURROUND,,-19.524997,147.053127,109,suburb
LOWER MOUNT WALKER,,-27.712877,152.535979,135,suburb
GORANBA,,-27.239812,150.619561,171,suburb
BOONARGA,,-26.808889,150.716123,25,suburb
REDHILL FARMS,,-25.026073,151.955814,31,suburb
NANGWEE,,-27.525522,151.298016,31,suburb
CAMBOON,,-25.000707,150.370738,63,suburb
DULULU,,-23.847551,150.263556,116,suburb
RUSH CREEK,,-27.209445,152.870293,74,suburb
EVANS LANDING,,-12.659383,141.852246,73,suburb
PHEASANT CREEK,,-23.810656,150.100718,38,suburb
CALINGUNEE,,-28.019469,150.350979,19,suburb
BERAT,,-28.051549,152.06258,87,suburb
WOODBURY,,-23.028965,150.685439,180,suburb
CAMPBELLS POCKET,,-27.073271,152.808474,59,suburb
MORGANVILLE,,-25.188747,151.959858,114,suburb
ISLA,,-24.996028,150.041927,86,suburb
PROSPECT,,-24.437748,150.465021,130,suburb
LONESOME CREEK,,-24.931584,150.095063,121,suburb
GILLA,,-26.879566,152.026879,31,suburb
TEELAH,,-26.797754,152.084452,89,suburb
WOOROONDEN,,-26.118646,151.752583,33,suburb
SOUTH EAST NANANGO,,-26.721843,152.033716,186,suburb
OAKDALE,,-26.194459,151.909408,36,suburb
WAMURAN BASIN,,-27.045917,152.824052,72,suburb
WILKESDALE,,-26.360608,151.666058,93,suburb
EAST NANANGO,,-26.665075,152.043068,172,suburb
EUMAMURRIN,,-26.195869,148.765102,81,suburb
CRYSTAL CREEK,,-18.98732,146.273315,15,suburb
KOKOTUNGO,,-24.143846,149.933613,94,suburb
WOODERSON,,-24.064485,151.078188,148,suburb
RUNNYMEDE,,-26.546068,152.08034,159,suburb
CRAWFORD,,-26.498294,151.822554,103,suburb
DUMGREE,,-24.204453,150.684321,52,suburb
MONDURE,,-26.186112,151.776187,77,suburb
MOUNT GARDINER,,-22.969263,149.523834,14,suburb
OAKY CREEK,,-28.197953,152.939423,49,suburb
HERVEY RANGE,,-19.364703,146.452713,177,suburb
FRENCHES CREEK,,-28.021047,152.636421,41,suburb
JOSEPHVILLE,,-28.023981,152.923963,69,suburb
TARAWERA,,-28.102006,149.685056,27,suburb
MARATHON,,-20.887328,143.720583,37,suburb
JOSKELEIGH,,-23.373938,150.778753,40,suburb
MINGELA,,-19.878923,146.633071,48,suburb
SILVERLEAF,,-26.16682,151.806066,43,suburb
DOOLBI,,-25.232722,152.300189,105,suburb
WATTLE GROVE,,-26.57659,151.694507,46,suburb
MANNUEM,,-26.637404,151.611461,47,suburb
KIANGA,,-24.622348,150.002392,136,suburb
THOOPARA,,-20.574338,148.58932,28,suburb
ATKINSONS DAM,,-27.423762,152.450707,100,suburb
HIRSTGLEN,,-27.836328,152.089711,53,suburb
SOMERSET DAM,,-27.117161,152.551023,156,suburb
STAMFORD,,-21.26495,143.808192,69,suburb
CHAHPINGAH,,-26.470753,151.390449,22,suburb
BENARKIN NORTH,,-26.84777,152.148414,213,suburb
NOORINDOO,,-27.08567,149.171876,46,suburb
THE KEPPELS,,-23.18001,150.937074,27,suburb
CHRISTMAS CREEK,,-28.172875,152.990281,41,suburb
CHELMSFORD,,-26.264249,151.811695,53,suburb
WIGTON,,-25.978653,151.622564,9,suburb
MOUNT ABUNDANCE,,-26.738183,148.532155,90,suburb
VASA VIEWS,,-17.463768,145.971052,59,suburb
LINVILLE,,-26.84111,152.276495,139,suburb
KOWANYAMA,,-15.474795,141.745511,427,suburb
COORUMBA,,-17.570092,145.908706,73,suburb
THORNVILLE,,-27.065616,151.833042,29,suburb
UPPER COOYAR CREEK,,-26.972463,151.727703,15,suburb
NOOSA NORTH SHORE,,-26.357192,153.059132,294,suburb
UMAGICO,,-10.891892,142.350059,147,suburb
LONG POCKET,,-18.515781,146.00404,105,suburb
ADAVALE,,-25.927452,144.808926,51,suburb
HUTTON CREEK,,-25.697061,148.40061,23,suburb
MIDDLEBROOK,,-17.564543,145.63435,62,suburb
MASSIE,,-28.14448,151.946792,88,suburb
SHUTE HARBOUR,,-20.289105,148.790461,94,suburb
WARRILL VIEW,,-27.823749,152.615444,123,suburb
GAINSFORD,,-23.845037,149.908974,41,suburb
BONGEEN,,-27.565996,151.448412,49,suburb
BOGANDILLA,,-26.46107,149.778653,28,suburb
PARKLANDS,,-26.600981,152.969856,114,suburb
LITTLE MULGRAVE,,-17.133347,145.708755,178,suburb
QUINALOW,,-27.109795,151.622132,94,suburb
PALM GROVE,,-20.392799,148.697036,60,suburb
GODWIN BEACH,,-27.084204,153.111341,244,suburb
PIRRINUAN,,-27.069349,151.259831,112,suburb
INGBERRY,,-23.22891,145.422884,18,suburb
EULO,,-28.159715,145.047981,64,suburb
BLACKROCK,,-18.688588,146.176402,174,suburb
MUNGUNGO,,-24.764118,151.163045,54,suburb
MINNAMOOLKA,,-18.223953,145.029374,6,suburb
NORWIN,,-27.526063,151.386099,45,suburb
DUNDAS,,-27.290004,152.63505,47,suburb
PORT WINE,,-23.90113,147.068136,14,suburb
ARRIGA,,-17.047448,145.324079,110,suburb
WYALLA,,-26.471603,152.063727,30,suburb
YERRA,,-25.593484,152.535373,73,suburb
FRESHWATER POINT,,-21.418648,149.317341,92,suburb
LIMESTONE,,-23.634132,150.443323,10,suburb
TUMMAVILLE,,-27.878427,151.466061,51,suburb
AMBROSE,,-23.796303,150.900663,157,suburb
LEYDENS HILL,,-23.611869,150.412901,11,suburb
KURUMBUL,,-28.612014,150.491031,36,suburb
MANUMBAR,,-26.392497,152.275349,29,suburb
MONSILDALE,,-26.735874,152.363784,26,suburb
